contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;lc_judicial_proceedings_against;number_shareholders;os;economic_activity_group;number_employees;mora_ultimos_6meses
1189;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;7/03/2022 10:17;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Sopó;Cundinamarca;655;0;0;1;2;0;0;0;0;0;0.29;0.73;claro;FALSE;0;0;306;0;1;Windows;SERVICIOS;78;16
1234;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;9/03/2022 18:23;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Bogotá;Bogotá;586;0;0;2;1;0;0;0;0;0;0.33;0.38;claro;FALSE;0;0;540;0;1;Windows;SERVICIOS;40;120
1229;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;9/03/2022 16:54;SOCIAL_NETWORKS;SAS;NIT;tiene;2009;Cali;Valle del cauca;647;1;1;1;1;0;0;0;0;0;0.23;0;claro;FALSE;1;1;644;0;1;Windows;COMERCIO;59;0
1235;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;9/03/2022 20:57;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Itaguí;Antioquia;554;1;1;2;3;0;0;0;0;0;0.47;0.29;claro;FALSE;0;0;382;0;1;Windows;SERVICIOS;66;12
1276;BUSINESS;CANCELED;CANCELED;10000000;BUSINESS;10/03/2022 12:45;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Bogotá;Bogotá;635;1;0;1;3;0;0;0;2;0;0.23;0;movistar;TRUE;1;1;461;0;1;Windows;COMERCIO;3;0
1255;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;11/03/2022 19:04;SOCIAL_NETWORKS;SAS;NIT;tiene;2021;Bogotá;Bogotá;783;0;0;1;3;0;0;0;0;0;0.64;0.6;claro;FALSE;0;0;576;0;1;Windows;SERVICIOS;69;212
1254;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;FAMILY_AND_FRIENDS;10/03/2022 15:38;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Medellín;Antioquia;654;1;1;3;1;0;0;0;0;0;0.42;0.75;claro;FALSE;0;0;292;0;7;Windows;SERVICIOS;73;0
1279;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;11/03/2022 17:29;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Bogotá;Bogotá;609;1;1;3;2;0;0;0;0;0;0.67;0.57;claro;FALSE;0;0;452;0;2;Windows;SERVICIOS;37;0
1321;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;9/03/2022 12:10;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Medellín;Antioquia;637;1;0;1;1;0;22226;0;2;0;0.25;0.59;claro;FALSE;0;0;272;2;1;Windows;SERVICIOS;1;8
1298;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;11/03/2022 11:49;INTERNET;SAS;NIT;tiene;2008;Barranquilla;Atlántico;711;1;0;3;4;0;54;0;3;0;0.14;0;claro;TRUE;1;1;748;0;2;Windows;MANUFACTURA;7;3
1330;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;10/03/2022 17:23;SOCIAL_NETWORKS;SAS;NIT;tiene;2015;Cartagena de indias;Bolívar;564;1;1;2;2;0;0;0;0;0;0.28;0.57;claro;FALSE;0;0;638;0;1;Windows;SERVICIOS;26;5
1263;BUSINESS;CANCELED;CANCELED;5000000;BUSINESS;10/03/2022 15:28;COMMERCIAL_ALLY;SAS;NIT;tiene;2014;Itaguí;Antioquia;679;1;1;4;2;0;65212;0;2;0;0.16;0;tigo;TRUE;1;1;638;0;1;Windows;MANUFACTURA;5;152
1416;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;11/03/2022 10:26;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2020;Envigado;Antioquia;617;1;1;2;1;0;0;0;0;0;0.51;0.5;claro;FALSE;0;0;500;2;2;Windows;SERVICIOS;55;0
1261;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;12/03/2022 14:44;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;772;1;1;3;1;0;0;0;0;0;0.64;0.37;claro;FALSE;0;0;259;0;1;Windows;SERVICIOS;43;0
1431;BUSINESS;CANCELED;CANCELED;20000000;BUSINESS;15/03/2022 12:41;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Medellín;Antioquia;670;1;1;2;2;0;50582;0;4;0;0.23;0;movistar;TRUE;1;1;369;0;3;Windows;SERVICIOS;8;0
1259;BUSINESS;LOST;LOST;5000000;FAMILY_AND_FRIENDS;11/03/2022 21:11;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Envigado;Antioquia;794;1;1;2;1;0;0;0;0;0;0.39;0.53;claro;FALSE;0;0;396;0;1;Windows;SERVICIOS;55;0
1280;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;15/03/2022 15:09;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;682;1;1;3;3;0;0;0;0;0;0.73;0.75;claro;FALSE;0;0;493;0;2;Windows;SERVICIOS;80;0
1269;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;14/03/2022 11:40;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;686;1;1;1;2;0;56353;0;1;0;0.11;0;tigo;TRUE;1;1;588;0;2;Macintosh;SERVICIOS;3;5
1260;BUSINESS;CANCELED;CANCELED;20000000;FAMILY_AND_FRIENDS;12/03/2022 13:36;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Cajicá;Cundinamarca;571;0;0;3;3;0;0;0;0;0;0.75;0.68;claro;FALSE;0;0;421;0;1;Windows;SERVICIOS;19;0
1286;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;15/03/2022 15:11;SOCIAL_NETWORKS;LTDA;NIT;tiene;2005;Bogotá;Bogotá;624;1;0;2;1;0;0;0;0;0;0.28;0;virgin;TRUE;1;1;467;0;2;Windows;SERVICIOS;1;15
1327;BUSINESS;LOST;LOST;10000000;CURRENT_CUSTOMER;14/03/2022 14:08;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2014;Bogotá;Bogotá;631;1;1;4;2;0;184847;0;5;0;0.42;0.7;claro;FALSE;0;0;742;0;1;Windows;SERVICIOS;12;16
1281;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;15/03/2022 15:13;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;540;0;0;1;1;0;0;0;0;0;0.65;0.38;claro;FALSE;0;0;689;0;2;Windows;SERVICIOS;38;152
1353;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;15/03/2022 8:53;INTERNET;SAS;NIT;no tiene;2013;Chía;Cundinamarca;664;1;0;1;2;0;0;0;0;0;0.23;0;tigo;FALSE;1;1;255;0;3;Linux;SERVICIOS;1;0
1256;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;11/03/2022 19:42;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;732;1;1;2;2;0;0;0;0;0;0.37;0.25;claro;FALSE;0;0;255;0;1;Windows;SERVICIOS;62;12
1278;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;15/03/2022 14:54;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Puerto colombia;Atlántico;613;0;0;2;3;0;0;0;0;0;0.6;0.71;claro;FALSE;0;0;323;0;1;Windows;SERVICIOS;16;90
1327;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;14/03/2022 14:08;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2014;Bogotá;Bogotá;631;1;1;4;2;0;184847;0;5;0;0.32;0.59;claro;FALSE;0;0;447;0;1;Windows;SERVICIOS;12;16
1259;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;11/03/2022 21:11;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Envigado;Antioquia;565;1;1;2;3;0;0;0;0;0;0.5;0.64;claro;FALSE;0;0;296;0;1;Windows;SERVICIOS;54;0
1314;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;17/03/2022 16:20;SOCIAL_NETWORKS;SAS;NIT;tiene;2009;Bogotá;Bogotá;598;0;0;3;3;0;0;0;0;0;0.53;0.57;claro;FALSE;0;0;527;0;1;Windows;SERVICIOS;21;18
1285;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;16/03/2022 8:32;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Cartagena de indias;Bolívar;578;1;1;2;2;0;0;0;0;0;0.48;0.28;claro;FALSE;0;0;380;0;2;Windows;SERVICIOS;29;0
1296;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;16/03/2022 11:10;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Barranquilla;Atlántico;685;0;0;3;3;0;0;0;0;0;0.48;0.3;claro;FALSE;0;0;435;0;1;Windows;SERVICIOS;43;365
1324;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;18/03/2022 11:19;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Bogotá;Bogotá;768;1;1;3;2;0;0;0;0;0;0.63;0.52;claro;FALSE;0;0;257;2;1;Windows;SERVICIOS;30;12
1319;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;17/03/2022 15:23;COMMERCIAL_ALLY;SAS;NIT;no tiene;2017;Bello;Antioquia;809;0;0;3;1;0;0;0;0;0;0.34;0.71;claro;FALSE;0;0;599;0;1;Windows;COMERCIO;43;90
1318;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;16/03/2022 12:58;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Bogotá;Bogotá;715;1;1;3;2;0;0;0;0;0;0.7;0.37;claro;FALSE;0;0;569;0;2;Windows;SERVICIOS;46;0
1302;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;16/03/2022 18:21;EXTERNAL_ADVERTISING;SAS;NIT;no tiene;2017;Bogotá;Bogotá;787;1;1;1;2;0;0;0;0;0;0.46;0.75;claro;FALSE;0;0;708;0;1;Windows;SERVICIOS;61;0
1320;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;16/03/2022 14:29;SOCIAL_NETWORKS;SAS;NIT;tiene;2013;Medellín;Antioquia;681;1;1;3;1;0;42560;0;1;0;0.16;0;movistar;TRUE;1;1;609;0;1;Macintosh;SERVICIOS;1;40
1309;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;17/03/2022 12:40;INTERNET;SAS;NIT;tiene;2014;Medellín;Antioquia;580;0;0;1;2;0;0;0;0;0;0.75;0.6;claro;FALSE;0;0;506;0;1;Windows;SERVICIOS;63;16
1331;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;17/03/2022 11:46;FRIEND_OR_COLLEAGUE;LTDA;NIT;tiene;2015;Cali;Valle del cauca;595;1;0;3;2;0;0;0;2;0;0.28;0;claro;FALSE;1;0;403;0;2;Windows;SERVICIOS;2;0
1380;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;17/03/2022 16:41;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Pereira;Risaralda;628;1;1;1;2;0;0;0;0;0;0.43;0.46;claro;FALSE;0;0;553;0;1;Windows;SERVICIOS;51;7
1389;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;15/03/2022 17:25;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Bogotá;Bogotá;567;1;1;1;3;0;0;0;0;0;0.41;0.44;claro;FALSE;0;0;434;0;3;Windows;MANUFACTURA;33;7
1391;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;17/03/2022 16:54;COMMUNICATION_MEDIA;SAS;NIT;tiene;2015;Bogotá;Bogotá;830;1;1;2;1;0;0;0;0;0;0.74;0.3;claro;FALSE;0;0;486;0;3;Windows;SERVICIOS;77;0
1412;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;17/03/2022 16:30;SOCIAL_NETWORKS;SAS;NIT;tiene;2005;Bogotá;Bogotá;686;1;1;1;1;0;9088;0;3;0;0.17;0;movistar;TRUE;1;1;656;0;1;Linux;COMERCIO;3;5
1358;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;18/03/2022 10:52;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2017;Bogotá;Bogotá;611;1;1;9;5;0;594031;0;10;0;0.11;0;claro;FALSE;1;1;562;0;1;iPhone;SERVICIOS;68;13
1295;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;16/03/2022 10:52;COMMERCIAL_ALLY;SAS;NIT;tiene;2013;Barranquilla;Atlántico;636;1;0;1;2;1;1110;0;4;0;0.11;0;tigo;TRUE;1;1;424;0;1;Windows;MANUFACTURA;32;6
1303;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;16/03/2022 18:58;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Cartagena de indias;Bolívar;602;1;1;1;1;0;0;0;0;0;0.51;0.62;claro;FALSE;0;0;317;0;1;Windows;SERVICIOS;39;9
1465;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;6/05/2022 13:20;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Cali;Valle del cauca;716;1;1;1;2;0;0;0;0;0;0.72;0.75;claro;FALSE;0;0;435;0;2;Windows;SERVICIOS;28;5
1283;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;16/03/2022 8:46;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;594;1;1;1;3;0;0;0;0;0;0.28;0.28;claro;FALSE;0;0;713;0;1;Windows;SERVICIOS;60;0
1300;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;16/03/2022 15:31;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;827;0;0;3;2;0;0;0;0;0;0.73;0.61;claro;FALSE;0;0;616;0;3;Windows;SERVICIOS;66;90
1310;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;FAMILY_AND_FRIENDS;17/03/2022 12:42;INTERNET;SAS;NIT;tiene;2020;Cartagena de indias;Bolívar;782;0;0;2;3;0;0;0;0;0;0.29;0.66;claro;FALSE;0;0;729;0;1;Windows;SERVICIOS;73;0
1294;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;16/03/2022 9:58;SOCIAL_NETWORKS;SAS;NIT;tiene;2012;Bogotá;Bogotá;627;1;0;1;1;0;702;0;2;0;0.12;0;claro;TRUE;1;1;267;0;3;Windows;SERVICIOS;17;90
1355;BUSINESS;CANCELED;CANCELED;10000000;BUSINESS;22/03/2022 17:43;SOCIAL_NETWORKS;LTDA;NIT;tiene;2004;Bogotá;Bogotá;663;1;1;3;2;0;0;0;0;0;0.11;0;claro;FALSE;1;1;389;1;2;iPhone;SERVICIOS;3;0
1351;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;22/03/2022 18:12;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bucaramanga;Santander;627;1;1;1;3;0;0;0;1;0;0.17;0;movistar;FALSE;1;0;694;0;2;iPhone;MANUFACTURA;3;1
1346;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;22/03/2022 17:03;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bogotá;Bogotá;822;1;1;2;1;0;0;0;0;0;0.48;0.74;claro;FALSE;0;0;703;0;2;Windows;MANUFACTURA;36;6
1344;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;22/03/2022 16:54;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;546;1;1;1;3;0;0;0;0;0;0.75;0.65;claro;FALSE;0;0;610;0;1;Windows;SERVICIOS;27;0
1339;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;18/03/2022 21:22;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;680;1;0;3;3;0;0;0;1;0;0.23;0;claro;TRUE;1;1;573;0;1;Linux;SERVICIOS;2;7
1349;BUSINESS;LOST;LOST;2000000;FAMILY_AND_FRIENDS;22/03/2022 17:07;EXTERNAL_ADVERTISING;SAS;NIT;no tiene;2020;Bogotá;Bogotá;689;0;0;3;2;0;0;0;0;0;0.68;0.64;claro;FALSE;0;0;289;0;2;Windows;SERVICIOS;73;96
1377;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;22/03/2022 16:25;INTERNET;SAS;NIT;tiene;1992;Cali;Valle del cauca;779;1;1;1;1;0;25682;0;7;0;0.17;0;movistar;TRUE;1;0;442;0;2;Windows;SERVICIOS;9;0
1352;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;22/03/2022 10:52;SOCIAL_NETWORKS;SAS;NIT;tiene;2011;Rionegro;Antioquia;565;1;1;2;1;0;0;0;0;0;0.31;0.32;claro;FALSE;0;0;453;0;1;Windows;SERVICIOS;15;0
1349;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;22/03/2022 17:07;EXTERNAL_ADVERTISING;SAS;NIT;no tiene;2020;Bogotá;Bogotá;825;0;0;1;2;0;0;0;0;0;0.68;0.5;claro;FALSE;0;0;416;1;2;Windows;SERVICIOS;56;96
1364;BUSINESS;PENDING_ACTIVATION;ACTIVE;2000000;FAMILY_AND_FRIENDS;24/03/2022 16:28;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2018;Bogotá;Bogotá;713;1;1;2;3;0;0;0;0;0;0.69;0.37;claro;FALSE;0;0;311;1;1;Windows;COMERCIO;45;0
1371;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;25/03/2022 5:07;INTERNET;OTHER;NIT;no tiene;2017;Bogotá;Bogotá;718;0;0;3;3;0;0;0;0;0;0.59;0.64;claro;FALSE;0;0;266;0;1;Windows;SERVICIOS;43;0
1357;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;23/03/2022 14:09;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;600;0;0;2;1;0;0;0;0;0;0.61;0.66;claro;FALSE;0;0;698;4;1;Windows;SERVICIOS;39;90
1369;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;24/03/2022 14:40;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Medellín;Antioquia;596;0;0;1;1;0;0;0;0;0;0.48;0.66;claro;FALSE;0;0;668;0;1;Windows;SERVICIOS;76;19
1374;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;25/03/2022 9:14;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Medellín;Antioquia;548;0;0;3;3;0;0;0;0;0;0.68;0.64;claro;FALSE;0;0;710;0;2;Windows;SERVICIOS;76;46
1382;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;24/03/2022 15:23;REFERRER;SAS;NIT;no tiene;2019;Bogotá;Bogotá;805;0;0;3;1;0;0;0;0;0;0.54;0.36;claro;FALSE;0;0;417;0;1;Windows;SERVICIOS;64;350
1407;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;24/03/2022 16:27;SOCIAL_NETWORKS;SAS;NIT;tiene;2021;Barranquilla;Atlántico;763;1;1;2;3;0;0;0;0;0;0.39;0.4;claro;FALSE;0;0;508;1;1;Windows;MANUFACTURA;77;11
1408;BUSINESS;CANCELED;CANCELED;5000000;BUSINESS;23/03/2022 2:46;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;602;1;0;2;2;0;1308;0;1;0;0.11;0;claro;TRUE;1;1;677;0;2;iPhone;SERVICIOS;1;0
1396;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;25/03/2022 20:08;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Medellín;Antioquia;651;1;1;3;1;0;0;0;0;0;0.47;0.65;claro;FALSE;0;0;677;0;1;Windows;SERVICIOS;44;7
1379;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;25/03/2022 13:55;INTERNET;SAS;NIT;tiene;2017;Bogotá;Bogotá;760;1;1;1;3;0;0;0;0;0;0.36;0.3;claro;FALSE;0;0;467;1;1;Windows;SERVICIOS;38;0
1383;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;25/03/2022 18:33;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;584;1;1;3;1;0;0;0;0;0;0.52;0.63;claro;FALSE;0;0;321;0;2;Windows;SERVICIOS;23;12
1385;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;26/03/2022 9:54;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Bogotá;Bogotá;703;1;1;3;3;0;0;0;0;0;0.29;0.34;claro;FALSE;0;0;370;0;1;Windows;COMERCIO;43;0
1376;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;25/03/2022 12:28;COMMERCIAL_ALLY;SAS;NIT;tiene;2017;Cali;Valle del cauca;828;1;1;3;2;0;0;0;0;0;0.74;0.69;claro;FALSE;0;0;276;0;2;Windows;SERVICIOS;65;14
1378;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;25/03/2022 11:45;INTERNET;SAS;NIT;tiene;2019;Medellín;Antioquia;829;1;1;3;1;0;0;0;0;0;0.5;0.25;claro;FALSE;0;0;583;0;3;Windows;SERVICIOS;74;0
1398;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;28/03/2022 9:28;COMMERCIAL_ALLY;OTHER;NIT;tiene;2004;Bogotá;Bogotá;565;0;0;2;1;0;0;0;0;0;0.45;0.51;claro;FALSE;0;0;573;0;1;Windows;COMERCIO;18;40
1375;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;25/03/2022 11:49;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Bogotá;Bogotá;719;1;1;1;3;0;0;0;0;0;0.56;0.73;claro;FALSE;0;0;491;0;1;Windows;SERVICIOS;41;0
1381;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;25/03/2022 11:47;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Bogotá;Bogotá;732;1;1;3;3;0;0;0;0;0;0.35;0.31;claro;FALSE;0;0;500;0;1;Windows;SERVICIOS;35;0
1403;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/03/2022 15:57;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;677;1;1;3;2;0;0;0;0;0;0.31;0.42;claro;FALSE;0;0;592;0;2;Windows;SERVICIOS;39;0
1402;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;29/03/2022 14:44;INTERNET;SAS;NIT;no tiene;2017;Chía;Cundinamarca;601;1;1;3;3;0;0;0;0;0;0.27;0.32;claro;FALSE;0;0;665;0;2;Windows;SERVICIOS;46;0
1406;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;29/03/2022 12:00;INTERNET;SAS;NIT;tiene;2020;Cali;Valle del cauca;545;1;1;1;3;0;0;0;0;0;0.55;0.74;claro;FALSE;0;0;278;0;1;Windows;SERVICIOS;24;0
1413;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;31/03/2022 10:38;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;801;0;0;1;3;0;0;0;0;0;0.29;0.46;claro;FALSE;0;0;718;0;2;Windows;COMERCIO;74;16
1415;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;1/04/2022 10:44;COMMUNICATION_MEDIA;SAS;NIT;tiene;2018;Bogotá;Bogotá;799;0;0;1;3;0;0;0;0;0;0.61;0.34;claro;FALSE;0;0;607;0;2;Windows;SERVICIOS;78;334
1447;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;20000000;FAMILY_AND_FRIENDS;31/03/2022 10:38;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Medellín;Antioquia;530;1;1;2;2;0;0;0;0;0;0.55;0.41;claro;FALSE;0;0;421;0;4;Windows;MANUFACTURA;76;0
1397;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/03/2022 11:09;COMMERCIAL_ALLY;SAS;NIT;no tiene;2017;Bogotá;Bogotá;586;1;1;3;1;0;0;0;0;0;0.57;0.45;claro;FALSE;0;0;470;0;2;Windows;SERVICIOS;15;12
1409;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;2000000;FAMILY_AND_FRIENDS;30/03/2022 10:03;GOOGLE_SEARCH;SAS;NIT;tiene;2018;Bogotá;Bogotá;636;0;0;1;1;0;0;0;0;0;0.68;0.52;claro;FALSE;0;0;261;0;1;Windows;SERVICIOS;13;0
1404;BUSINESS;LOST;LOST;10000000;FAMILY_AND_FRIENDS;29/03/2022 11:23;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;718;0;0;3;1;0;0;0;0;0;0.68;0.62;claro;FALSE;0;0;502;0;1;Windows;SERVICIOS;71;0
1411;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;30/03/2022 9:21;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Montería;Córdoba;771;0;0;3;3;0;0;0;0;0;0.56;0.3;claro;FALSE;0;0;257;0;2;Windows;SERVICIOS;56;35
1404;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/03/2022 11:23;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;629;0;0;2;2;0;0;0;0;0;0.48;0.38;claro;FALSE;0;0;406;0;1;Windows;SERVICIOS;70;0
1417;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;5/04/2022 16:43;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Itaguí;Antioquia;595;0;0;2;3;0;0;0;0;0;0.63;0.57;claro;FALSE;0;0;704;0;1;Windows;COMERCIO;76;16
1427;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;6/04/2022 10:01;COMMUNICATION_MEDIA;SAS;NIT;tiene;2016;Bogotá;Bogotá;591;1;1;2;1;0;0;0;0;0;0.46;0.45;claro;FALSE;0;0;269;0;4;Windows;SERVICIOS;68;0
