contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;lc_judicial_proceedings_against;number_shareholders;os;economic_activity_group;number_employees;mora_ultimos_6meses;moroso
1369;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;24/03/22 14:40;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Medellín;Antioquia;596;0;0;1;1;0;0;0;0;0;0.48;0.66;claro;FALSE;0;0;668;0;1;Windows;SERVICIOS;76;19;1
1374;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;25/03/22 9:14;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Medellín;Antioquia;548;0;0;3;3;0;0;0;0;0;0.68;0.64;claro;FALSE;0;0;710;0;2;Windows;SERVICIOS;76;46;1
1382;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;24/03/22 15:23;REFERRER;SAS;NIT;no tiene;2019;Bogotá;Bogotá;805;0;0;3;1;0;0;0;0;0;0.54;0.36;claro;FALSE;0;0;417;0;1;Windows;SERVICIOS;64;350;1
1407;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;24/03/22 16:27;SOCIAL_NETWORKS;SAS;NIT;tiene;2021;Barranquilla;Atlántico;763;1;1;2;3;0;0;0;0;0;0.39;0.4;claro;FALSE;0;0;508;1;1;Windows;MANUFACTURA;77;11;0
1408;BUSINESS;CANCELED;CANCELED;5000000;BUSINESS;23/03/22 2:46;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;602;1;0;2;2;0;1308;0;1;0;0.11;0;claro;TRUE;1;1;677;0;2;iPhone;SERVICIOS;1;0;0
1396;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;25/03/22 20:08;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Medellín;Antioquia;651;1;1;3;1;0;0;0;0;0;0.47;0.65;claro;FALSE;0;0;677;0;1;Windows;SERVICIOS;44;7;0
1379;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;25/03/22 13:55;INTERNET;SAS;NIT;tiene;2017;Bogotá;Bogotá;760;1;1;1;3;0;0;0;0;0;0.36;0.3;claro;FALSE;0;0;467;1;1;Windows;SERVICIOS;38;0;0
1383;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;25/03/22 18:33;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;584;1;1;3;1;0;0;0;0;0;0.52;0.63;claro;FALSE;0;0;321;0;2;Windows;SERVICIOS;23;12;0
1385;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;26/03/22 9:54;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Bogotá;Bogotá;703;1;1;3;3;0;0;0;0;0;0.29;0.34;claro;FALSE;0;0;370;0;1;Windows;COMERCIO;43;0;0
1376;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;25/03/22 12:28;COMMERCIAL_ALLY;SAS;NIT;tiene;2017;Cali;Valle del cauca;828;1;1;3;2;0;0;0;0;0;0.74;0.69;claro;FALSE;0;0;276;0;2;Windows;SERVICIOS;65;14;0
1378;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;25/03/22 11:45;INTERNET;SAS;NIT;tiene;2019;Medellín;Antioquia;829;1;1;3;1;0;0;0;0;0;0.5;0.25;claro;FALSE;0;0;583;0;3;Windows;SERVICIOS;74;0;0
1398;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;28/03/22 9:28;COMMERCIAL_ALLY;OTHER;NIT;tiene;2004;Bogotá;Bogotá;565;0;0;2;1;0;0;0;0;0;0.45;0.51;claro;FALSE;0;0;573;0;1;Windows;COMERCIO;18;40;1
1375;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;25/03/22 11:49;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Bogotá;Bogotá;719;1;1;1;3;0;0;0;0;0;0.56;0.73;claro;FALSE;0;0;491;0;1;Windows;SERVICIOS;41;0;0
1381;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;25/03/22 11:47;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2017;Bogotá;Bogotá;732;1;1;3;3;0;0;0;0;0;0.35;0.31;claro;FALSE;0;0;500;0;1;Windows;SERVICIOS;35;0;0
1403;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/03/22 15:57;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;677;1;1;3;2;0;0;0;0;0;0.31;0.42;claro;FALSE;0;0;592;0;2;Windows;SERVICIOS;39;0;0
1402;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;29/03/22 14:44;INTERNET;SAS;NIT;no tiene;2017;Chía;Cundinamarca;601;1;1;3;3;0;0;0;0;0;0.27;0.32;claro;FALSE;0;0;665;0;2;Windows;SERVICIOS;46;0;0
1406;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;29/03/22 12:00;INTERNET;SAS;NIT;tiene;2020;Cali;Valle del cauca;545;1;1;1;3;0;0;0;0;0;0.55;0.74;claro;FALSE;0;0;278;0;1;Windows;SERVICIOS;24;0;0
1413;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;31/03/22 10:38;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;801;0;0;1;3;0;0;0;0;0;0.29;0.46;claro;FALSE;0;0;718;0;2;Windows;COMERCIO;74;16;1
1415;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;1/04/22 10:44;COMMUNICATION_MEDIA;SAS;NIT;tiene;2018;Bogotá;Bogotá;799;0;0;1;3;0;0;0;0;0;0.61;0.34;claro;FALSE;0;0;607;0;2;Windows;SERVICIOS;78;334;1
1447;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;20000000;FAMILY_AND_FRIENDS;31/03/22 10:38;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Medellín;Antioquia;530;1;1;2;2;0;0;0;0;0;0.55;0.41;claro;FALSE;0;0;421;0;4;Windows;MANUFACTURA;76;0;0
1397;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/03/22 11:09;COMMERCIAL_ALLY;SAS;NIT;no tiene;2017;Bogotá;Bogotá;586;1;1;3;1;0;0;0;0;0;0.57;0.45;claro;FALSE;0;0;470;0;2;Windows;SERVICIOS;15;12;0
1409;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;2000000;FAMILY_AND_FRIENDS;30/03/22 10:03;GOOGLE_SEARCH;SAS;NIT;tiene;2018;Bogotá;Bogotá;636;0;0;1;1;0;0;0;0;0;0.68;0.52;claro;FALSE;0;0;261;0;1;Windows;SERVICIOS;13;0;0
1404;BUSINESS;LOST;LOST;10000000;FAMILY_AND_FRIENDS;29/03/22 11:23;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;718;0;0;3;1;0;0;0;0;0;0.68;0.62;claro;FALSE;0;0;502;0;1;Windows;SERVICIOS;71;0;0
1411;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;30/03/22 9:21;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Montería;Córdoba;771;0;0;3;3;0;0;0;0;0;0.56;0.3;claro;FALSE;0;0;257;0;2;Windows;SERVICIOS;56;35;1
1404;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/03/22 11:23;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;629;0;0;2;2;0;0;0;0;0;0.48;0.38;claro;FALSE;0;0;406;0;1;Windows;SERVICIOS;70;0;0
1417;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;5/04/22 16:43;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Itaguí;Antioquia;595;0;0;2;3;0;0;0;0;0;0.63;0.57;claro;FALSE;0;0;704;0;1;Windows;COMERCIO;76;16;1
1427;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;6/04/22 10:01;COMMUNICATION_MEDIA;SAS;NIT;tiene;2016;Bogotá;Bogotá;591;1;1;2;1;0;0;0;0;0;0.46;0.45;claro;FALSE;0;0;269;0;4;Windows;SERVICIOS;68;0;0
1428;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;12/04/22 12:20;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Bogotá;Bogotá;712;0;0;3;2;0;0;0;0;0;0.46;0.29;claro;FALSE;0;0;419;0;1;Windows;SERVICIOS;13;16;1
1426;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;11/04/22 15:03;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Bogotá;Bogotá;636;1;1;1;2;0;0;0;0;0;0.28;0.32;claro;FALSE;0;0;351;0;2;Windows;SERVICIOS;42;0;0
1434;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;12/04/22 19:55;GOOGLE_SEARCH;SAS;NIT;tiene;2015;Bogotá;Bogotá;530;1;1;2;2;0;0;0;0;0;0.69;0.49;claro;FALSE;0;0;414;0;3;Windows;SERVICIOS;31;0;0
1432;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;12/04/22 17:40;COMMERCIAL_ALLY;SAS;NIT;tiene;2014;Bogotá;Bogotá;532;0;0;2;1;0;0;0;0;0;0.64;0.44;claro;FALSE;0;0;651;0;1;Windows;SERVICIOS;56;303;1
1421;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;10/04/22 12:20;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bogotá;Bogotá;588;1;1;2;3;0;0;0;0;0;0.4;0.53;claro;FALSE;0;0;680;2;1;Windows;MANUFACTURA;27;1;0
1420;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;FAMILY_AND_FRIENDS;9/04/22 19:08;INTERNET;SAS;NIT;tiene;2020;Funza;Cundinamarca;726;0;0;1;1;0;0;0;0;0;0.36;0.62;claro;FALSE;0;0;746;0;2;Windows;SERVICIOS;15;120;1
1435;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;22/04/22 21:47;EXTERNAL_ADVERTISING;SAS;NIT;tiene;2021;Chía;Cundinamarca;725;0;0;2;1;0;0;0;0;0;0.41;0.35;claro;FALSE;0;0;677;0;3;Windows;MANUFACTURA;75;16;1
1436;BUSINESS;ACTIVE;ACTIVE;16000000;CURRENT_CUSTOMER;23/04/22 10:00;INTERNET;SAS;NIT;tiene;2012;Bogotá;Bogotá;642;1;0;1;3;0;56026;0;1;0;0.44;0.26;claro;FALSE;0;0;719;0;1;Windows;SERVICIOS;69;3;0
1464;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;26/04/22 11:51;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Bogotá;Bogotá;629;0;0;1;2;0;0;0;0;0;0.75;0.34;claro;FALSE;0;0;450;0;1;Windows;SERVICIOS;78;334;1
1448;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/04/22 14:09;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Bogotá;Bogotá;733;1;1;3;3;0;0;0;0;0;0.51;0.59;claro;FALSE;0;0;587;0;1;Windows;SERVICIOS;67;12;0
1441;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;28/04/22 16:39;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2021;Medellín;Antioquia;641;1;1;2;2;0;0;0;0;0;0.32;0.52;claro;FALSE;0;0;376;0;1;Windows;SERVICIOS;75;0;0
1444;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/04/22 10:05;INTERNET;SAS;NIT;tiene;2015;Bogotá;Bogotá;739;1;1;2;2;0;0;0;0;0;0.46;0.69;claro;FALSE;0;0;693;0;1;Windows;COMERCIO;65;5;0
1445;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;28/04/22 16:26;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2018;Bogotá;Bogotá;622;1;1;1;3;0;0;0;0;0;0.71;0.44;claro;FALSE;0;0;518;0;1;Windows;MANUFACTURA;72;12;0
1440;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;28/04/22 14:24;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bello;Antioquia;829;0;0;2;1;0;0;0;0;0;0.27;0.69;claro;FALSE;0;0;743;0;1;Windows;COMERCIO;12;212;1
1446;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/04/22 9:28;EVENTS;SAS;NIT;no tiene;2017;Medellín;Antioquia;723;1;1;1;3;0;0;0;0;0;0.52;0.61;claro;FALSE;0;0;258;0;1;Windows;SERVICIOS;57;0;0
1448;BUSINESS;FRAUDULENT;FRAUDULENT;10000000;FAMILY_AND_FRIENDS;29/04/22 14:09;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Bogotá;Bogotá;647;1;1;1;1;0;0;0;0;0;0.27;0.69;claro;FALSE;0;0;403;0;1;Windows;SERVICIOS;18;12;0
1453;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;5000000;FAMILY_AND_FRIENDS;28/04/22 13:03;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Bogotá;Bogotá;702;0;0;2;2;0;0;0;0;0;0.49;0.44;claro;FALSE;0;0;552;0;1;Windows;COMERCIO;12;38;1
1459;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;28/04/22 18:17;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2013;Medellín;Antioquia;645;1;1;1;3;0;0;0;0;0;0.47;0.75;claro;FALSE;0;0;623;0;1;Windows;SERVICIOS;41;0;0
1442;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;28/04/22 15:42;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bogotá;Bogotá;596;1;1;2;2;0;0;0;0;0;0.62;0.48;claro;FALSE;0;0;635;0;1;Windows;MANUFACTURA;49;7;0
1452;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;2/05/22 17:28;COMMERCIAL_ALLY;SAS;NIT;tiene;2007;Bogotá;Bogotá;666;1;1;1;1;0;0;0;0;0;0.34;0.28;claro;FALSE;0;0;446;0;2;Windows;SERVICIOS;51;5;0
1454;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;3/05/22 10:36;EVENTS;SAS;NIT;no tiene;2017;Medellín;Antioquia;578;1;1;2;2;0;0;0;0;0;0.35;0.74;claro;FALSE;0;0;301;0;3;Windows;SERVICIOS;77;1;0
1450;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;2/05/22 11:56;EVENTS;SAS;NIT;tiene;2016;Medellín;Antioquia;726;1;1;2;1;0;0;0;0;0;0.48;0.5;claro;FALSE;0;0;676;0;1;Windows;SERVICIOS;67;8;0
1523;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;4/05/22 11:17;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2016;Cartagena de indias;Bolívar;664;0;0;2;1;0;0;0;0;0;0.41;0.53;claro;FALSE;0;0;303;0;1;Windows;COMERCIO;23;30;1
1462;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;4/05/22 15:22;EVENTS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;671;1;1;2;1;0;0;0;0;0;0.6;0.47;claro;FALSE;0;0;736;0;2;Windows;SERVICIOS;24;13;0
1455;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;3/05/22 16:51;INTERNET;SAS;NIT;tiene;2012;Bogotá;Bogotá;767;1;1;1;1;0;0;0;0;0;0.7;0.63;claro;FALSE;0;0;718;0;1;Windows;SERVICIOS;27;8;0
1461;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;4/05/22 13:13;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;665;1;1;1;1;0;0;0;0;0;0.6;0.32;claro;FALSE;0;0;453;0;1;Windows;COMERCIO;34;4;0
1456;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;4/05/22 14:35;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2017;Medellín;Antioquia;788;1;1;2;2;0;0;0;0;0;0.53;0.25;claro;FALSE;0;0;544;0;2;Windows;COMERCIO;13;0;0
1458;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;4/05/22 10:12;SOCIAL_NETWORKS;SAS;NIT;tiene;2012;Bogotá;Bogotá;673;0;0;3;2;0;0;0;0;0;0.38;0.57;claro;FALSE;0;0;309;0;1;Windows;MANUFACTURA;25;334;1
1457;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;3/05/22 16:28;COMMUNICATION_MEDIA;SAS;NIT;tiene;2014;Bogotá;Bogotá;711;0;0;1;3;0;0;0;0;0;0.5;0.48;claro;FALSE;0;0;554;0;1;Windows;SERVICIOS;18;243;1
1546;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;2000000;BUSINESS;4/05/22 18:38;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Bogotá;Bogotá;608;1;0;1;1;0;0;0;3;0;0.54;0;claro;FALSE;1;0;569;0;2;iPhone;MANUFACTURA;1;120;1
1491;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;4/05/22 21:09;INTERNET;SAS;NIT;no tiene;2018;Bogotá;Bogotá;624;1;0;1;1;0;66997;0;2;0;0.68;0.68;claro;FALSE;0;0;374;0;2;Windows;MANUFACTURA;78;61;1
1504;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;4/05/22 23:02;INTERNET;SAS;NIT;tiene;2014;Bogotá;Bogotá;642;1;0;1;1;0;22532;0;2;0;0.35;0.44;claro;FALSE;0;0;736;0;2;Windows;SERVICIOS;4;5;0
1460;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;4/05/22 20:29;EVENTS;SAS;NIT;no tiene;2017;Funza;Cundinamarca;686;0;0;2;3;0;0;0;0;0;0.74;0.67;claro;FALSE;0;0;440;0;1;Windows;SERVICIOS;37;18;1
1556;BUSINESS;ACTIVE;ACTIVE;20000000;CURRENT_CUSTOMER;4/05/22 20:18;INTERNET;SAS;NIT;tiene;2013;Bogotá;Bogotá;652;1;1;2;1;0;78270;0;2;0;0.73;0.57;claro;FALSE;0;0;485;0;1;Windows;COMERCIO;1;12;0
1477;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/05/22 8:40;SOCIAL_NETWORKS;SAS;NIT;tiene;2015;Bogotá;Bogotá;850;1;1;2;4;0;123868;0;8;0;0.23;0;movistar;FALSE;1;1;396;0;2;Macintosh;SERVICIOS;1;7;0
1510;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;5/05/22 3:02;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Medellín;Antioquia;637;1;0;1;2;0;56512;0;2;0;0.73;0.44;claro;FALSE;0;0;653;0;2;Windows;SERVICIOS;9;5;0
1480;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/05/22 12:06;SOCIAL_NETWORKS;SAS;NIT;no tiene;2010;Bogotá;Bogotá;644;1;0;1;2;0;0;0;1;0;0.11;0;claro;TRUE;1;0;550;0;1;Windows;MANUFACTURA;55;50;1
1473;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;FAMILY_AND_FRIENDS;5/05/22 10:18;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Bogotá;Bogotá;719;1;1;3;1;0;0;0;0;0;0.45;0.75;claro;FALSE;0;0;707;0;2;Windows;MANUFACTURA;33;0;0
1558;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/05/22 10:46;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Rionegro;Antioquia;688;1;1;1;1;0;22109;0;2;0;0.12;0;tigo;TRUE;1;1;572;0;2;Windows;MANUFACTURA;10;90;1
1474;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/05/22 12:03;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;624;1;0;1;1;0;0;0;1;0;0.11;0;tigo;TRUE;1;1;410;0;1;Linux;SERVICIOS;2;0;0
1500;BUSINESS;PENDING_ACTIVATION;ACTIVE;5000000;BUSINESS;5/05/22 12:31;SOCIAL_NETWORKS;LTDA;NIT;tiene;2018;Bogotá;Bogotá;622;1;0;4;1;0;0;0;0;0;0.11;0;movistar;TRUE;1;1;415;0;2;Windows;SERVICIOS;40;0;0
1476;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/05/22 12:31;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2013;Bogotá;Bogotá;819;1;1;5;3;0;73047;0;3;0;0.49;0;movistar;TRUE;1;1;516;0;3;Windows;MANUFACTURA;10;0;0
1485;BUSINESS;ACTIVE;ACTIVE;8000000;BUSINESS;5/05/22 12:50;SOCIAL_NETWORKS;OTHER;NIT;no tiene;2014;Bogotá;Bogotá;625;1;1;2;2;0;4868;0;1;0;0.23;0;claro;TRUE;1;1;726;0;1;Linux;SERVICIOS;26;16;1
1496;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;5/05/22 12:22;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bogotá;Bogotá;620;1;0;1;2;0;0;0;1;0;0.16;0;claro;TRUE;1;0;736;0;1;Linux;MANUFACTURA;15;6;0
1496;BUSINESS;FRAUDULENT;FRAUDULENT;20000000;BUSINESS;5/05/22 12:22;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bogotá;Bogotá;620;1;0;1;2;0;0;0;1;0;0.16;0;claro;TRUE;1;0;741;0;1;Linux;MANUFACTURA;27;6;0
1515;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;5/05/22 12:40;INTERNET;SAS;NIT;tiene;2015;Bogotá;Bogotá;661;1;0;3;1;0;64000;0;1;0;0.23;0;claro;TRUE;1;1;340;0;1;Windows;MANUFACTURA;1;17;1
1614;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;5/05/22 12:28;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;680;1;0;2;1;0;0;0;1;0;0.27;0;wom;TRUE;1;1;360;0;1;Linux;SERVICIOS;1;0;0
1540;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/05/22 12:17;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2019;Medellín;Antioquia;623;1;0;1;2;0;71;0;7;0;0.11;0;claro;TRUE;1;1;586;0;2;Windows;SERVICIOS;5;31;1
1616;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;5/05/22 13:12;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Medellín;Antioquia;619;1;0;1;1;0;111;0;1;0;0.11;0;movistar;FALSE;1;1;523;0;1;Linux;SERVICIOS;52;5;0
1625;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;5000000;FAMILY_AND_FRIENDS;5/05/22 13:23;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Barranquilla;Atlántico;716;0;0;3;2;0;0;0;0;0;0.67;0.45;claro;FALSE;0;0;520;0;1;Windows;SERVICIOS;45;152;1
1509;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/05/22 11:50;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;824;1;1;5;3;0;5514;0;2;0;0.23;0;movistar;TRUE;1;1;483;0;1;Windows;SERVICIOS;9;1;0
1490;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;2000000;BUSINESS;5/05/22 13:22;COMMERCIAL_ALLY;SAS;NIT;no tiene;2019;Barranquilla;Atlántico;629;1;0;3;2;0;1378;0;3;0;0.23;0;claro;FALSE;1;1;343;0;1;Linux;SERVICIOS;6;27;1
1610;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;14/07/22 12:08;COMMERCIAL_ALLY;SAS;NIT;tiene;2015;Itaguí;Antioquia;818;1;1;3;3;0;0;0;0;0;0.65;0.31;claro;FALSE;0;0;624;0;1;Windows;SERVICIOS;45;0;0
1612;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;12/07/22 18:22;INTERNET;SAS;NIT;no tiene;2017;Bogotá;Bogotá;691;1;1;1;2;0;0;0;0;0;0.65;0.62;claro;FALSE;0;0;529;0;1;Windows;SERVICIOS;64;0;0
1469;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;12/05/22 10:41;REFERRER;SAS;NIT;tiene;2016;Bogotá;Bogotá;715;1;1;3;3;0;0;0;0;0;0.67;0.41;claro;FALSE;0;0;319;0;1;Windows;MANUFACTURA;69;0;0
1494;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;11/05/22 13:58;CREDIT_PROFESSIONAL_CONTACT;SAS;NIT;no tiene;2015;Bogotá;Bogotá;552;0;0;3;2;0;0;0;0;0;0.55;0.49;claro;FALSE;0;0;711;0;1;Windows;COMERCIO;74;16;1
1494;BUSINESS;LOST;LOST;20000000;FAMILY_AND_FRIENDS;11/05/22 13:58;CREDIT_PROFESSIONAL_CONTACT;SAS;NIT;no tiene;2015;Bogotá;Bogotá;588;0;0;2;3;0;0;0;0;0;0.71;0.55;claro;FALSE;0;0;481;0;1;Windows;COMERCIO;68;16;1
1493;BUSINESS;PENDING_ACTIVATION;ACTIVE;28000000;FAMILY_AND_FRIENDS;13/05/22 11:07;DIRECTO;SAS;NIT;no tiene;2016;Sabaneta;Antioquia;609;1;1;1;2;0;0;0;0;0;0.26;0.44;claro;FALSE;0;0;274;0;1;Windows;SERVICIOS;22;0;0
1494;BUSINESS;LOST;LOST;10000000;FAMILY_AND_FRIENDS;11/05/22 13:58;CREDIT_PROFESSIONAL_CONTACT;SAS;NIT;no tiene;2015;Bogotá;Bogotá;740;0;0;3;1;0;0;0;0;0;0.7;0.56;claro;FALSE;0;0;468;0;1;Windows;COMERCIO;60;16;1
1495;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;12/05/22 17:24;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;706;1;1;2;2;0;0;0;0;0;0.7;0.45;claro;FALSE;0;0;668;0;2;Windows;SERVICIOS;55;0;0
