id,contract_number,card_type,plastic_status,virtual_status,credit_limit,sempli_score,workflow_id,workflow_type,status,rejection_reason,created_at,acquisition_channel,company_type,business_dni_type,business_website,employees_range,business_foundation_year,economic_activity,city,department,bureau_type,bureau_mean_age,bureau_score,banked_type1,banked_type2,hard_credit_check,number_saving_accounts,number_saving_accounts_alert,bureau_debt,bureau_debt_default,number_current_loans,number_current_loans_default,max_vector_24m,current_vector,max_vector_3m,max_vector_6m,max_vector_12m,sherlock_anomaly,sherlock_distrust,sherlock_operator,sherlock_line_start_date,sherlock_line_state,sherlock_reactivate,sherlock_banked,sherlock_collection,sherlock_collection_perc,sherlock_collection_no_telcos_perc,emailage_ipaddress,emailage_ipcity,emailage_ipcountry,emailage_ipregion,emailage_eascore,credit_study_income,onboarding_income,dian_income,lc_judicial_proceedings_against,number_shareholders,tier,os,economic_activity_description,economic_activity_group,number_employees,mora_ultimos_6meses,moroso
15482,1232,PROFESSIONAL,SECURITY_LOCKED,SECURITY_LOCKED,10000,,6895,PROFESSIONAL,SUCCESS,,2022-02-28 17:30:43,SOCIAL_NETWORKS,,CC,,,2009,33,Bogotá D.C.,"Bogotá, d. c.",experian,32,720,1,1,13,6,0,33815,0,12,0,0,0,0,0,0,0.11,0,claro,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,37.556.561.085.999.900,339.366.515.837,186.28.170.9,bogota,Colombia,distrito capital,500,9.833.604.000.000.000,222628,98336,,,3,Windows,Consultoría empresarial,SERVICIOS,,17,1
15589,1195,BUSINESS,PREVENTIVELY_LOCKED,PREVENTIVELY_LOCKED,5000,,6943,BUSINESS,SUCCESS,,2022-03-01 1:20:12,SOCIAL_NETWORKS,SAS,NIT,AHFENIX.com,RANGE_2,2006,31,Bogotá D.C.,"Bogotá, d. c.",transunion,,692,1,1,3,5,0,67389,0,7,0,0,0,0,0,0,0.11,0,claro,2017-07-01 0:00:00,ACTIVE,TRUE,1,1,12.345.679.013.000.000,12.345.679.013.000.000,200.118.62.30,bogota,Colombia,distrito capital,84,19.775.003.999.999.900,197000,197750,,2,2,iPhone,"Arte, Entretenimiento y Recreación",SERVICIOS,3,0,0
15985,1156,BUSINESS,ACTIVE,ACTIVE,2000,,7140,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-02 7:57:58,SOCIAL_NETWORKS,SAS,NIT,,,,,Sabaneta,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,7,0
15669,1163,BUSINESS,ACTIVE,ACTIVE,2000,,6986,BUSINESS,SUCCESS,,2022-03-01 10:26:58,SOCIAL_NETWORKS,SAS,NIT,,RANGE_1,2012,26,Chía,Cundinamarca,transunion,,600,1,0,,2,0,0,0,1,0,0,0,0,0,0,0.16,0,tigo,2017-07-01 0:00:00,ACTIVE,TRUE,1,1,30.612.244.898,30.612.244.898,186.170.212.111,bogota,Colombia,distrito capital,500,28485.96,52486,28486,,2,3,Linux,Materiales para construcción,MANUFACTURA,1,1,0
15941,1187,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7125,PROFESSIONAL,SUCCESS,,2022-03-01 23:10:08,SOCIAL_NETWORKS,,CC,,,2012,33,Medellín,Antioquia,experian,50,762,1,0,2,7,0,13277,0,4,0,0,0,0,0,0,0.27,0,virgin,2018-02-01 0:00:00,ACTIVE,TRUE,1,1,13,13,181.130.33.57,medellin,Colombia,antioquia,11,48696,48696,48696,,,3,Linux,Consultoría empresarial,SERVICIOS,,0,0
15537,1134,PROFESSIONAL,SECURITY_LOCKED,SECURITY_LOCKED,5000,,6924,PROFESSIONAL,SUCCESS,,2022-02-28 21:11:04,INTERNET,,CC,https://juliandurango.com/,,2016,37,Medellín,Antioquia,experian,25,658,0,0,2,2,0,0,0,1,0,6,0,6,6,6,0.16,0,tigo,2020-05-01 0:00:00,ACTIVE,TRUE,1,0,0,0,181.58.39.25,itagui,Colombia,antioquia,134,17991,17991,17991,,,2,Windows,Publicidad,SERVICIOS,,0,0
15839,1164,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7076,PROFESSIONAL,SUCCESS,,2022-03-01 18:38:52,INTERNET,,CC,,,2006,21,Bogotá D.C.,"Bogotá, d. c.",experian,50,729,1,1,18,5,0,18341,0,9,0,0,0,0,0,0,0,1,claro,,INACTIVE,,,,,,190.145.157.172,barranquilla,Colombia,atlantico,500,250926,250926,250926,,,3,Windows,Equipos y suministros médicos,MANUFACTURA,,41,1
16494,1178,BUSINESS,CANCELED,CANCELED,10000,,7386,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-04 16:17:08,SOCIAL_NETWORKS,SAS,NIT,,,,,Popayán,Cauca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,394,1
16597,1182,BUSINESS,ACTIVE,ACTIVE,5000,,7429,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-05 10:28:34,SOCIAL_NETWORKS,SAS,NIT,,,,,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,7,0
15998,1155,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7151,PROFESSIONAL,SUCCESS,,2022-03-02 8:36:47,SOCIAL_NETWORKS,,CC,,,2017,33,Bogotá D.C.,"Bogotá, d. c.",experian,32,784,1,1,12,7,0,203099,0,13,0,0,0,0,0,0,0.11,0,claro,2017-10-01 0:00:00,ACTIVE,TRUE,1,1,15.576.323.988,15.576.323.988,191.95.175.227,santiago de cali,Colombia,valle del cauca,103,9.131.304.000.000.000,91313,91313,,,5,Windows,Consultoría empresarial,SERVICIOS,,0,0
16431,1209,PROFESSIONAL,CANCELED,CANCELED,5000,,7350,PROFESSIONAL,SUCCESS,,2022-03-04 1:10:43,SOCIAL_NETWORKS,,CC,,,2018,23,Bogotá D.C.,"Bogotá, d. c.",experian,25,804,1,1,21,7,0,67507,0,5,0,0,0,0,0,0,0.23,0,movistar,2018-01-01 0:00:00,ACTIVE,TRUE,1,0,0,0,181.235.137.82,neiva,Colombia,huila,134,58577.04,18742,58577,,,5,Linux,"Hardware, Electrónica y semiconductores",MANUFACTURA,,3,0
16129,1171,PROFESSIONAL,CANCELED,CANCELED,30000,,7211,PROFESSIONAL,SUCCESS,,2022-03-02 15:27:44,INTERNET,,CC,,,2014,33,Bogotá D.C.,"Bogotá, d. c.",experian,40,870,1,1,8,8,0,85135,0,12,0,0,0,0,0,0,0,1,claro,,INACTIVE,,,,,,190.145.157.172,barranquilla,Colombia,atlantico,500,210720,210720,210720,,,5,Windows,Consultoría empresarial,SERVICIOS,,376,1
16503,1179,BUSINESS,ACTIVE,ACTIVE,5000,,7392,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-04 17:05:03,INTERNET,SAS,NIT,,,,,Soacha,Cundinamarca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,6,0
16011,1174,BUSINESS,ACTIVE,ACTIVE,2000,,7155,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-02 9:35:38,INTERNET,SAS,NIT,,,2019,,Cota,Cundinamarca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,0
16593,1181,BUSINESS,ACTIVE,ACTIVE,5000,,7428,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-05 9:56:52,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,0
16347,1177,BUSINESS,ACTIVE,ACTIVE,2000,,7318,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-03 16:08:45,SOCIAL_NETWORKS,SAS,NIT,http://www.arangopacheco.co/,RANGE_1,,33,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,Consultoría empresarial,SERVICIOS,,5,0
16522,1248,PROFESSIONAL,ACTIVE,ACTIVE,5000,,7400,PROFESSIONAL,SUCCESS,,2022-03-04 19:28:24,SOCIAL_NETWORKS,,CC,,,2006,33,Barranquilla,Atlántico,experian,40,796,1,1,9,3,0,36791,0,9,0,0,0,0,0,0,0.11,0,tigo,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,93.373.493.976,93.373.493.976,186.112.201.13,barranquilla,Colombia,atlantico,69,50706.96,4063,50707,,,5,Linux,Consultoría empresarial,SERVICIOS,,41,1
16035,1203,BUSINESS,PENDING_ACTIVATION,ACTIVE,10000,,7166,FAMILY_AND_FRIENDS,ERROR,,2022-03-02 10:54:46,FRIEND_OR_COLLEAGUE,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,0
16545,1192,BUSINESS,ACTIVE,ACTIVE,5000,,7413,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-04 21:30:39,SOCIAL_NETWORKS,SAS,NIT,WWW.OVERFREE.CO,,2018,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,0
16391,1223,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7334,PROFESSIONAL,SUCCESS,,2022-03-03 20:30:50,SOCIAL_NETWORKS,,CC,,,2001,30,Santa marta,Magdalena,experian,40,734,0,1,6,7,0,0,0,3,0,0,0,0,0,0,0.16,0,movistar,2017-05-01 0:00:00,ACTIVE,FALSE,1,0,0,0,186.169.134.245,santa marta,Colombia,magdalena,60,20874.96,41918,20875,0,,3,Linux,Arquitectura y diseño,SERVICIOS,,6,0
16420,1252,PROFESSIONAL,LOST,LOST,2000,,7348,PROFESSIONAL,SUCCESS,,2022-03-03 23:22:05,FRIEND_OR_COLLEAGUE,,CC,,,2013,36,Cartagena de indias,Bolívar,experian,32,773,1,1,3,3,0,238218,0,7,0,0,0,0,0,0,0.11,0,tigo,2018-03-01 0:00:00,ACTIVE,TRUE,1,0,0,0,191.95.132.172,soledad,Colombia,atlantico,11,12.549.204.000.000.000,125492,125492,,,5,Linux,Ingeniería,SERVICIOS,,0,0
15999,1208,BUSINESS,ACTIVE,ACTIVE,10000,,7150,BUSINESS,SUCCESS,,2022-03-02 8:37:05,FRIEND_OR_COLLEAGUE,SAS,NIT,,RANGE_2,2017,27,Cartagena de indias,Bolívar,transunion,,624,1,0,2,2,0,22713,0,4,0,0,0,0,0,0,0.11,0,tigo,2016-11-01 0:00:00,ACTIVE,FALSE,1,1,11.904.761.905,7.936.507.937,181.48.234.85,santiago de cali,Colombia,valle del cauca,237,546044.04,546044,546044,0,2,3,Windows,"Textiles, cueros y prendas de vestir",MANUFACTURA,2,18,1
16420,1252,PROFESSIONAL,ACTIVE,ACTIVE,2000,,7348,PROFESSIONAL,SUCCESS,,2022-03-03 23:22:05,FRIEND_OR_COLLEAGUE,,CC,,,2013,36,Cartagena de indias,Bolívar,experian,32,773,1,1,3,3,0,238218,0,7,0,0,0,0,0,0,0.11,0,tigo,2018-03-01 0:00:00,ACTIVE,TRUE,1,0,0,0,191.95.132.172,soledad,Colombia,atlantico,11,12.549.204.000.000.000,125492,125492,,,5,Linux,Ingeniería,SERVICIOS,,0,0
16489,1180,BUSINESS,CANCELED,CANCELED,5000,,7384,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-04 15:56:21,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,212,1
16545,1192,BUSINESS,LOST,LOST,5000,,7413,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-04 21:30:39,SOCIAL_NETWORKS,SAS,NIT,WWW.OVERFREE.CO,,2018,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,0
17090,1216,PROFESSIONAL,SECURITY_LOCKED,SECURITY_LOCKED,30000,,7661,PROFESSIONAL,SUCCESS,,2022-03-08 12:45:26,INTERNET,,CC,,,2013,33,Bogotá D.C.,"Bogotá, d. c.",experian,66,917,1,1,1,11,0,184663,0,5,0,0,0,0,0,0,0,1,claro,,INACTIVE,,,,,,190.145.157.172,barranquilla,Colombia,atlantico,500,256596,256596,256596,0,,5,Windows,Consultoría empresarial,SERVICIOS,,406,1
16725,1230,BUSINESS,PENDING_ACTIVATION,ACTIVE,10000,,7644,BUSINESS,SUCCESS,,2022-03-06 7:13:04,SOCIAL_NETWORKS,SAS,NIT,www.liceodirigentesdelfuturo.edu.co,RANGE_3,2002,34,Soacha,Cundinamarca,transunion,,663,1,1,,3,0,47486,0,12,0,0,0,0,0,0,0.11,0,tigo,2016-06-01 0:00:00,ACTIVE,TRUE,1,1,97.674.418.605,9.534.883.721,186.81.117.66,soacha,Colombia,cundinamarca,91,1720794,1720000,1720794,0,1,3,Windows,Educación,SERVICIOS,21,23,1
16979,1200,PROFESSIONAL,CANCELED,CANCELED,2000,,7604,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 18:55:05,SOCIAL_NETWORKS,,CC,,,,,Montería,Córdoba,experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,1
16899,1190,BUSINESS,SECURITY_LOCKED,SECURITY_LOCKED,5000,,7555,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 10:57:50,INTERNET,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,#N/A,#N/A
17122,1240,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7678,PROFESSIONAL,SUCCESS,,2022-03-08 16:26:34,REFERRER,,CC,,,2012,33,Bogotá D.C.,"Bogotá, d. c.",experian,40,762,0,1,14,10,0,614,0,2,0,0,0,0,0,0,0.16,0,claro,2020-05-01 0:00:00,ACTIVE,TRUE,1,1,21.739.130.435,21.739.130.435,186.29.0.245,bogota,Colombia,distrito capital,500,62436,800000,62436,0,,3,Windows,Consultoría empresarial,SERVICIOS,,253,1
16871,1188,BUSINESS,SECURITY_LOCKED,SECURITY_LOCKED,5000,,7540,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 8:25:10,INTERNET,SAS,NIT,www.odasi.com.co,,2017,40,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,Software y servicios de internet,SERVICIOS,,0,0
16802,1186,BUSINESS,ACTIVE,ACTIVE,2000,,7504,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-06 18:08:22,REFERRER,SAS,NIT,,,,,Popayán,Cauca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,0
16846,1212,PROFESSIONAL,CANCELED,CANCELED,5000,,7527,PROFESSIONAL,SUCCESS,,2022-03-06 23:38:12,SOCIAL_NETWORKS,,CC,,,2019,30,Bogotá D.C.,"Bogotá, d. c.",experian,32,857,0,0,3,4,0,470,0,3,0,0,0,0,0,0,0.17,0,tigo,2016-07-01 0:00:00,ACTIVE,TRUE,1,0,0,0,186.80.52.127,bogota,Colombia,distrito capital,67,60036.96,63948,60037,0,,5,iPhone,Arquitectura y diseño,SERVICIOS,,#N/A,#N/A
16954,1194,BUSINESS,PENDING_ACTIVATION,ACTIVE,30000,,7591,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 15:52:48,FRIEND_OR_COLLEAGUE,SAS,NIT,https://www.anclatech.com/,,2018,36,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,Ingeniería,SERVICIOS,,4,0
16922,1199,BUSINESS,ACTIVE,ACTIVE,10000,,7571,BUSINESS,SUCCESS,,2022-03-07 13:02:36,SOCIAL_NETWORKS,SAS,NIT,www.ricardoabello.com,RANGE_2,2016,28,Bogotá D.C.,"Bogotá, d. c.",transunion,,648,1,0,2,2,0,0,0,4,0,0,0,0,0,0,0.27,0.49,claro,2020-10-01 0:00:00,ACTIVE,FALSE,1,0,0,0,190.147.7.82,bogota,Colombia,distrito capital,67,437754.96,437755,437755,,2,3,Windows,Vehículos y autopartes,MANUFACTURA,10,22,1
17063,1211,BUSINESS,SECURITY_LOCKED,SECURITY_LOCKED,10000,,7643,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 10:31:59,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,46,1
17103,1217,BUSINESS,ACTIVE,ACTIVE,2000,,7668,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 14:14:17,COMMUNICATION_MEDIA,SAS,NIT,WWW.IMPACTAR.CO,,2017,37,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Publicidad,SERVICIOS,,3,0
17067,1206,BUSINESS,ACTIVE,ACTIVE,2000,,7647,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 10:53:58,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,0
17081,1214,BUSINESS,CANCELED,CANCELED,10000,,7653,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 12:14:46,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,0,0
17075,1210,BUSINESS,ACTIVE,ACTIVE,5000,,7651,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 11:34:07,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,15,0
17069,1207,BUSINESS,ACTIVE,ACTIVE,2000,,7648,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 11:15:36,INTERNET,SAS,NIT,,,,,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,0
16904,1198,BUSINESS,ACTIVE,ACTIVE,10000,,7557,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 11:17:19,FRIEND_OR_COLLEAGUE,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,0
16687,1227,PROFESSIONAL,ACTIVE,ACTIVE,5000,,7467,PROFESSIONAL,SUCCESS,,2022-03-05 21:25:49,SOCIAL_NETWORKS,,CC,,,2006,34,Montería,Córdoba,experian,40,821,1,1,5,12,0,57146,0,8,0,0,0,0,0,0,0.11,0,tigo,2016-07-01 0:00:00,ACTIVE,TRUE,1,1,11.070.110.701,11.070.110.701,181.52.65.78,monteria,Colombia,cordoba,11,60113.04,343856,60113,0,,5,Linux,Educación,SERVICIOS,,0,0
16949,1193,PROFESSIONAL,ACTIVE,ACTIVE,5000,,7586,PROFESSIONAL,SUCCESS,,2022-03-07 15:23:57,SOCIAL_NETWORKS,,CC,,,2019,32,Bogotá D.C.,"Bogotá, d. c.",experian,32,639,1,1,15,8,0,24415,0,6,0,6,0,0,6,6,0.23,0,claro,2018-09-01 0:00:00,ACTIVE,FALSE,1,0,0,0,181.249.159.81,villavicencio,Colombia,meta,11,41286.96,5200,41287,0,,2,Linux,Corretaje,SERVICIOS,,28,1
17002,1202,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7615,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 21:24:40,FRIEND_OR_COLLEAGUE,,CC,,,,,Bogotá D.C.,"Bogotá, d. c.",experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
17042,1242,BUSINESS,ACTIVE,ACTIVE,2000,,7629,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-08 7:03:50,SOCIAL_NETWORKS,SAS,NIT,,,,,Mosquera,Cundinamarca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,6,0
17059,1224,BUSINESS,ACTIVE,ACTIVE,10000,,7640,BUSINESS,SUCCESS,,2022-03-08 10:00:30,INTERNET,SAS,NIT,,RANGE_1,2018,45,Villamaría,Caldas,transunion,,671,1,0,,1,0,0,0,1,0,0,0,0,0,0,0.12,0,claro,2017-08-01 0:00:00,ACTIVE,TRUE,1,0,0,0,179.14.241.250,manizales,Colombia,caldas,500,11.722.595.999.999.900,117226,117226,0,2,3,iPhone,Tecnología y suministros para empresa y hogar,COMERCIO,1,0,0
16753,1191,PROFESSIONAL,ACTIVE,ACTIVE,5000,,7489,PROFESSIONAL,SUCCESS,,2022-03-06 11:38:16,SOCIAL_NETWORKS,,CC,,,2009,23,Cúcuta,Norte de santander,experian,60,775,1,1,10,5,0,9589,0,9,0,0,0,0,0,0,0.11,0,claro,2017-11-01 0:00:00,ACTIVE,TRUE,1,1,19.354.838.709.000.000,19.354.838.709.000.000,161.18.202.57,cucuta,Colombia,norte de santander,60,24558.96,4500,24559,0,,5,Linux,"Hardware, Electrónica y semiconductores",MANUFACTURA,,0,0
16952,1347,BUSINESS,PENDING_ACTIVATION,ACTIVE,2000,,7588,BUSINESS,SUCCESS,,2022-03-07 15:31:52,INTERNET,SAS,NIT,,RANGE_2,2008,47,Candelaria,Valle del cauca,transunion,,624,1,1,7,3,0,103634,0,6,0,0,0,0,0,0,0.11,0,claro,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,73.170.731.707.000.000,73.170.731.707.000.000,190.107.30.222,cali,Colombia,valle del cauca,500,1319790.96,1319791,1319791,0,1,1,Windows,Construcción civil,SERVICIOS,23,0,0
16614,1271,PROFESSIONAL,ACTIVE,ACTIVE,5000,,7559,PROFESSIONAL,SUCCESS,,2022-03-05 12:34:56,INTERNET,,CC,https://www.pabloramirezcompany.com/,,2006,29,Medellín,Antioquia,experian,32,796,0,1,24,9,0,0,0,1,0,0,0,0,0,0,0.23,0,movistar,2017-11-01 0:00:00,ACTIVE,TRUE,1,1,31.026.252.983,31.026.252.983,181.59.162.101,bello,Colombia,antioquia,500,18702,5500,18702,0,,5,Windows,Agencia de medios,SERVICIOS,,0,0
17052,1312,PROFESSIONAL,SECURITY_LOCKED,SECURITY_LOCKED,10000,,7635,PROFESSIONAL,SUCCESS,,2022-03-08 9:32:54,REFERRER,,CC,,,2012,33,Bogotá D.C.,"Bogotá, d. c.",experian,50,768,1,1,7,5,0,8012,0,3,0,0,0,0,0,0,0.19,0,claro,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,13.934.426.229.500.000,13.934.426.229.500.000,186.29.0.245,bogota,Colombia,distrito capital,500,103416,290000,103416,0,,3,Windows,Consultoría empresarial,SERVICIOS,,31,1
17122,1240,PROFESSIONAL,CANCELED,CANCELED,10000,,7678,PROFESSIONAL,SUCCESS,,2022-03-08 16:26:34,REFERRER,,CC,,,2012,33,Bogotá D.C.,"Bogotá, d. c.",experian,40,762,0,1,14,10,0,614,0,2,0,0,0,0,0,0,0.16,0,claro,2020-05-01 0:00:00,ACTIVE,TRUE,1,1,21.739.130.435,21.739.130.435,186.29.0.245,bogota,Colombia,distrito capital,500,62436,800000,62436,0,,3,Windows,Consultoría empresarial,SERVICIOS,,253,1
16605,1204,BUSINESS,ACTIVE,ACTIVE,10000,,7435,BUSINESS,SUCCESS,,2022-03-05 11:34:09,SOCIAL_NETWORKS,SAS,NIT,,RANGE_2,2011,21,Bogotá D.C.,"Bogotá, d. c.",transunion,,835,1,1,1,3,0,1614,0,3,0,0,0,0,0,0,0.11,0,claro,2018-01-01 0:00:00,ACTIVE,TRUE,1,0,0,0,204.199.102.114,bogota,Colombia,distrito capital,474,3438267,3438267,3438267,4,2,3,Macintosh,Equipos y suministros médicos,MANUFACTURA,2,0,0
16623,1221,PROFESSIONAL,CANCELED,CANCELED,30000,,7443,PROFESSIONAL,SUCCESS,,2022-03-05 13:32:44,SOCIAL_NETWORKS,,CC,,,2012,33,Bogotá D.C.,"Bogotá, d. c.",experian,66,794,1,,0,2,0,426,0,3,0,0,0,0,0,0,0.11,0,tigo,2017-03-01 0:00:00,ACTIVE,TRUE,1,1,292.576.419.214,292.576.419.214,186.29.44.131,bogota,Colombia,distrito capital,500,12.022.404.000.000.000,340000,120224,,,5,Windows,Consultoría empresarial,SERVICIOS,,315,1
16890,1189,BUSINESS,ACTIVE,ACTIVE,5000,,7547,FAMILY_AND_FRIENDS,SUCCESS,,2022-03-07 10:17:22,SOCIAL_NETWORKS,SAS,NIT,,,,,Sopó,Cundinamarca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16,1
17571,1311,PROFESSIONAL,SECURITY_LOCKED,SECURITY_LOCKED,10000,,7908,PROFESSIONAL,SUCCESS,,2022-03-11 16:35:08,SOCIAL_NETWORKS,,CC,,,2008,33,Bogotá D.C.,"Bogotá, d. c.",experian,50,731,1,1,11,9,0,7299,0,10,0,0,0,0,0,0,0.23,0,claro,2017-06-01 0:00:00,ACTIVE,FALSE,1,1,39.735.099.337,6.622.516.556,186.29.0.245,bogota,Colombia,distrito capital,500,133740,300000,133740,0,,3,Windows,Consultoría empresarial,SERVICIOS,,3,0
17247,1275,PROFESSIONAL,CANCELED,CANCELED,10000,,7734,PROFESSIONAL,SUCCESS,,2022-03-09 14:30:18,INTERNET,,CC,,,2016,33,Bogotá D.C.,"Bogotá, d. c.",experian,32,764,1,0,2,6,0,28513,0,6,0,0,0,0,0,0,0.14,0,tigo,2018-09-01 0:00:00,ACTIVE,TRUE,1,1,10.526.315.789,10.526.315.789,190.145.157.172,barranquilla,Colombia,atlantico,500,234960,234960,234960,0,,3,Windows,Consultoría empresarial,SERVICIOS,,376,1
17548,1274,PROFESSIONAL,SECURITY_LOCKED,SECURITY_LOCKED,10000,,7894,PROFESSIONAL,SUCCESS,,2022-03-11 12:56:31,INTERNET,,CC,,,2015,33,Bogotá D.C.,"Bogotá, d. c.",experian,25,750,0,1,10,7,0,227,0,5,0,0,0,0,0,0,0,1,claro,,INACTIVE,,,,,,190.145.157.172,barranquilla,Colombia,atlantico,500,297384.96,297385,297385,0,,3,Windows,Consultoría empresarial,SERVICIOS,,132,1
17239,1240,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7730,PROFESSIONAL,SUCCESS,,2022-03-09 13:35:10,FRIEND_OR_COLLEAGUE,,CC,,,2010,33,Bogotá D.C.,"Bogotá, d. c.",experian,40,746,1,0,3,6,0,9900,0,3,0,0,0,0,0,0,0.17,0,claro,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,0,0,186.28.18.163,bogota,Colombia,distrito capital,500,63036.96,39311,63037,1,,3,Linux,Consultoría empresarial,SERVICIOS,,253,1
17291,1253,PROFESSIONAL,ACTIVE,ACTIVE,10000,,7763,PROFESSIONAL,SUCCESS,,2022-03-09 19:24:21,SOCIAL_NETWORKS,,CC,,,1997,32,Bogotá D.C.,"Bogotá, d. c.",experian,50,838,0,1,8,5,0,517,0,2,0,0,0,0,0,0,0.11,0,movistar,2017-03-01 0:00:00,ACTIVE,TRUE,1,0,0,0,200.118.16.78,bogota,Colombia,distrito capital,3,42332.04,36000,42332,0,,5,Linux,Corretaje,SERVICIOS,,0,0
